time,state
9334,1
9337,1
9340,1
9344,1
9347,1
9350,1
9353,1
9356,1
9360,1
9363,1
9366,1
9369,1
9372,1
9375,1
9379,1
9382,1
9385,1
9388,1
9391,1
9395,1
9398,1
9401,1
9404,1
9407,1
9411,1
9414,1
9417,1
9420,1
9423,1
9427,1
9430,1
9433,1
9436,1
9439,1
9443,1
9446,1
9449,1
9452,1
9455,1
9459,1
9462,1
9465,1
9468,1
9471,1
9475,1
9478,1
9481,1
9484,1
9487,1
9491,1
9494,1
9497,1
9500,1
9503,1
9507,1
9510,1
9513,1
9516,1
9519,1
9523,1
9526,1
9529,1
9532,1
9536,1
9539,1
9542,1
9545,1
9548,1
9552,1
9555,0
9558,0
9561,0
9564,0
9567,0
9578,0
9582,0
9585,0
9588,0
9591,0
9594,0
9598,0
9601,0
9604,0
9607,0
9610,0
9613,0
9617,0
9620,0
9623,0
9626,0
9629,0
9633,0
9636,0
9639,0
9642,0
9645,0
9649,0
9652,0
9655,0
9658,0
9661,0
9665,0
9668,0
9671,0
9674,0
9677,0
9681,0
9684,0
9687,0
9690,0
9693,0
9697,0
9700,0
9703,0
9706,0
9709,0
9713,0
9716,0
9719,0
9722,0
9725,0
9729,0
9732,0
9735,0
9738,0
9741,0
9745,0
9748,0
9751,1
9754,1
9757,1
9761,1
9764,1
9767,1
9770,1
9773,1
9805,1
9808,1
9812,1
9815,1
9818,1
9821,1
9825,1
9828,1
9831,1
9834,1
9837,1
9841,1
9844,1
9847,1
9850,1
9853,1
9856,1
9860,1
9863,1
9866,1
9869,1
9872,1
9876,1
9879,1
9882,1
9885,1
9888,1
9892,1
9895,1
9898,1
9901,1
9904,1
9908,1
9911,1
9914,1
9917,1
9920,1
9924,1
9927,1
9930,1
9933,1
9936,1
9940,1
9943,0
9946,0
9949,0
9952,0
9956,0
9959,1
9962,1
9965,1
9968,1
9972,1
9975,1
9978,1
9981,1
9984,1
9988,1
9991,1
9994,1
9997,1
10000,1
